Port,Size_MB,Latency_ms
5555,0.0526142,0.099264
5555,0.0526752,0.129691
5555,0.0527363,0.170467
5555,0.0527973,0.131354
5555,0.0528584,0.138152
5555,0.0529194,0.135943
5555,0.0529804,0.137475
5555,0.0530415,0.1157
5555,0.0531025,0.117018
5555,0.0531635,0.117206
5555,0.0532246,0.111687
5555,0.0532856,0.120378
5555,0.0533466,0.114152
5555,0.0534077,0.111687
5555,0.0534687,0.133859
5555,0.0535297,0.1265
5555,0.0535908,0.129947
5555,0.0536518,0.130513
5555,0.0537128,0.130067
5555,0.0537739,0.129311
5555,0.0538349,0.122531
5555,0.053896,0.11325
5555,0.053957,0.101248
5555,0.054018,0.11314
5555,0.0540791,0.113772
5555,0.0541401,0.111026
5555,0.0542011,0.109444
5555,0.0542622,0.101789
5555,0.0543232,0.100847
5555,0.0543842,0.100958
5555,0.0544453,0.098774
5555,0.0545063,0.106438
5555,0.0545673,0.098724
5555,0.0546284,0.103713
5555,0.0546894,0.114513
5555,0.0547504,0.108922
5555,0.0548115,0.100918
5555,0.0548725,0.099766
5555,0.0549335,0.117549
5555,0.0549946,0.115525
5555,0.0550556,0.118133
5555,0.0551167,0.1395
5555,0.0551777,0.11286
5555,0.0552387,0.101258
5555,0.0552998,0.117328
5555,0.0553608,0.124412
5555,0.0554218,0.130437
5555,0.0554829,0.116637
5555,0.0555439,0.132236
5555,0.0556049,0.111758
5555,0.055666,0.113402
5555,0.055727,0.107806
5555,0.055788,0.109834
5555,0.0558491,0.11286
5555,0.0559101,0.108842
5555,0.0559711,0.110455
5555,0.0560322,0.125374
5555,0.0560932,0.156547
5555,0.0561543,0.152604
5555,0.0562153,0.142576
5555,0.0562763,0.136631
5555,0.0563374,0.122866
5555,0.0563984,0.112219
5555,0.0564594,0.120023
5555,0.0565205,0.14846
5555,0.0565815,0.127542
5555,0.0566425,0.117355
5555,0.0567036,0.108642
5555,0.0567646,0.118959
5555,0.0568256,0.109273
5555,0.0568867,0.109884
5555,0.0569477,0.113762
5555,0.0570087,0.111637
5555,0.0570698,0.125589
5555,0.0571308,0.110755
5555,0.0571918,0.104654
5555,0.0572529,0.103532
5555,0.0573139,0.116093
5555,0.057375,0.106809
5555,0.057436,0.105055
5555,0.057497,0.10256
5555,0.0575581,0.109574
5555,0.0576191,0.111768
5555,0.0576801,0.108622
5555,0.0577412,0.105056
5555,0.0578022,0.108572
5555,0.0578632,0.109403
5555,0.0579243,0.10206
5555,0.0579853,0.108341
5555,0.0580463,0.109033
5555,0.0581074,0.109093
5555,0.0581684,0.103151
5555,0.0582294,0.108101
5555,0.0582905,0.114129
5555,0.0583515,0.108451
5555,0.0584126,0.113792
5555,0.0584736,0.11018
5555,0.0585346,0.108501
5555,0.0585957,0.121155
5555,0.0586567,0.112169
